Ikokoto,54.6153846153846,56.8477975016437
Image,15.7777777777778,76.033950617284
Mafwemiro,16.9166666666667,21.6875
Mamirwa,12.75,14.8313492063492
Mazumbai,13.8409090909091,14.2429981634527
Mbulu,27.6845238095238,26.9304846938776
MtKenya,38.1666666666667,146.111111111111
Mufindi,41.1260416666667,30.5761360677083
Namuli,50.7157407407407,64.2282733196159
Ndundulu,16.8444444444444,26.9387654320988
Nguru,15.6527777777778,10.1398533950617
Njesi,36.9466666666667,114.820266666667
Rungwe,40.0333333333333,54.6155555555555
Selebu,14.125,21.796875
SouthPare,16,missing
Uluguru,14.2619047619048,19.8242630385488
