Ikokoto,58.1282051282051,331.658777120316
Image,9.66666666666667,4.30555555555556
Mafwemiro,7.66666666666667,1.70833333333333
Mamirwa,10.5,6.3015873015873
Mazumbai,11.6666666666667,6.07070707070707
Mbulu,21.1488095238095,16.9929846938776
MtKenya,20.3666666666667,14.9933333333333
Mufindi,47.9958333333333,103.776510416667
Namuli,37.7277777777778,46.6926543209877
Ndundulu,7.92222222222222,1.77358024691358
Nguru,8.23611111111111,3.78800154320988
Njesi,33.46,85.6508444444444
Rungwe,50,207.8
Selebu,7.91666666666667,5.63194444444445
SouthPare,6,missing
Uluguru,4.57142857142857,0.205215419501134
