Ikokoto,99.2238050632341,352.727025440356
Image,92.644301252926,223.284484275989
Mafwemiro,104.905784091521,142.904139819849
Mamirwa,106.678227967986,340.945397232813
Mazumbai,126.167728778598,520.217275188876
Mbulu,62.0975595205728,22.7034557984154
MtKenya,46.8138795929521,35.4738455949761
Mufindi,113.517973554105,830.563449414496
Namuli,98.2489503436941,150.327252276656
Ndundulu,94.0586186255947,388.001290659236
Nguru,114.83559350234,238.726305116001
Njesi,100.369189910845,342.995183699631
Rungwe,114.973072249813,1675.05067160417
Selebu,95.6011321395627,308.450557463071
SouthPare,84.5168254103382,missing
Uluguru,61.7402595341706,13.8569355997963
