Ikokoto,9.07481759064892,0.172068019329004
Image,8.18641388221203,0.0085570415625687
Mafwemiro,8.11279699240485,0.0128343459482923
Mamirwa,7.97096649930152,0.0137304021107525
Mazumbai,8.3814035757914,0.152878230612595
Mbulu,9.33457594048323,0.20478206309664
MtKenya,8.20512678541048,0.0652026048531344
Mufindi,9.11097977696691,0.133272182659087
Namuli,8.99935846740164,0.0132871956231775
Ndundulu,8.25612001853148,0.081291622561469
Nguru,8.08795051845224,0.0071186103253392
Njesi,9.00581453577648,0.0376885212793952
Rungwe,9.23902513913004,0.00986560359064754
Selebu,8.23799647729106,0.049334773442497
SouthPare,8.65756364426351,missing
Uluguru,8.25764177769748,0.0162379749245244
