Ikokoto,70.1218651267041,85.1576464282008
Image,82.572929308581,51.8152605840539
Mafwemiro,77.7427184166724,164.662298198411
Mamirwa,78.7292745584892,57.4097013933453
Mazumbai,78.0742516686369,13.1744006528952
Mbulu,76.1177257727426,135.46934782497
MtKenya,75.7328681678536,268.05599761119
Mufindi,65.941090325852,122.880647120405
Namuli,64.1717456563435,34.0049802469201
Ndundulu,77.676844574582,73.1110442987281
Nguru,93.3184404802086,55.8865509728732
Njesi,69.1171376109848,18.152007944573
Rungwe,71.8305507206547,87.942282757886
Selebu,74.0788908260818,32.9853674958027
SouthPare,82.3604350558828,missing
Uluguru,92.9668607009897,23.4065317707889
