Ikokoto,20.6899008764459,5.27143001517703
Image,9.79949091957525,0.387510870535739
Mafwemiro,11.3272074206746,0.339669822551409
Mamirwa,11.4349758717238,1.81807656978464
Mazumbai,10.8307308942575,1.39677909938477
Mbulu,12.6598371718611,1.67230269235718
MtKenya,10.0643327647901,1.02922661367079
Mufindi,21.7985218295423,6.32638301688405
Namuli,20.3562666145076,0.801439978476577
Ndundulu,10.6676235949753,5.61199892933513
Nguru,10.0376818312784,4.03230985724788
Njesi,23.8035247449597,11.4401385061106
Rungwe,21.6841429377454,8.07850536089377
Selebu,9.64849349325731,2.05052560425636
SouthPare,12.4668996085801,missing
Uluguru,7.81656885488933,1.6541224913109
